N,P,K,temperature,humidity,ph,rainfall,label,Wind Speed (km/h),Soil Moisture (%),Water Requirement (mm/day),Growth Stage,Area (sqm),Irrigation Type,Soil Type,Past Yield (tons),Last Irrigation Date,Last Fertilization Date,Region/State
33,138,198,22.29423493,90.69033986,6.222390798,122.7418744,apple,7.57,33.79,6.22,Flowering,635,Sprinkler,Loamy,3.4,23-03-2025,14-02-2025,Karnataka
14,140,197,23.35225078,90.90054697,6.071255131,113.0381382,apple,7.08,39.55,6.49,Vegetative,390,Manual,Silty,0.59,17-03-2025,14-02-2025,Maharashtra
35,145,195,22.03911546,94.58075845,6.231950009,110.9804014,apple,19.49,11.3,3.51,Harvest,950,Sprinkler,Loamy,3.76,18-03-2025,11-03-2025,Karnataka
40,120,197,23.80593812,92.48879468,5.889480679,119.6335548,apple,16.57,36.35,7.79,Fruiting,937,Sprinkler,Sandy,0.66,11-03-2025,06-03-2025,Tamil Nadu
25,132,198,22.31944084,90.85174383,5.732757516,100.1173443,apple,10.48,31.29,6.52,Seedling,267,Manual,Clay,4.99,01-04-2025,06-03-2025,Maharashtra
31,137,196,22.14464104,93.82567435,6.400321212,120.6310784,apple,6.59,14.13,8.36,Vegetative,720,Flood,Sandy,4.43,12-03-2025,10-03-2025,Assam
36,144,196,23.65167552,94.50528753,6.496934492,115.3611268,apple,6.71,16.9,6.4,Seedling,527,Sprinkler,Silty,1.84,04-04-2025,26-03-2025,Maharashtra
10,140,197,22.16939473,90.27185592,6.229498836,124.4683112,apple,22.88,32.72,4.05,Fruiting,801,Sprinkler,Clay,1.66,28-03-2025,07-02-2025,Maharashtra
22,30,12,15.78144173,92.51077745,6.354006744,119.035002,orange,8.84,21.85,7.54,Flowering,589,Manual,Silty,2.22,16-03-2025,06-02-2025,Assam
37,6,13,26.03097313,91.50819306,7.511755068,101.2847738,orange,11.47,47.53,4.21,Flowering,454,Flood,Silty,2.1,03-04-2025,26-03-2025,Punjab
27,13,6,13.36050601,91.35608208,7.335158382,111.2266885,orange,9.53,42.75,9.11,Harvest,295,Flood,Sandy,2.18,31-03-2025,21-03-2025,Punjab
7,16,9,18.87957654,92.04304496,7.813916603,114.6659511,orange,12.1,49.34,7.29,Vegetative,644,Flood,Silty,1.93,08-03-2025,28-02-2025,Punjab
20,7,9,29.47741671,91.57802915,7.129136941,111.1727497,orange,6.39,20.39,4.1,Vegetative,816,Manual,Sandy,3.3,12-03-2025,09-02-2025,Tamil Nadu
26,27,10,28.06903173,92.91487288,6.079998496,114.1339416,orange,15.38,48.79,9.74,Harvest,923,Drip,Silty,1.24,14-03-2025,17-03-2025,Maharashtra
5,23,15,25.66901098,92.04670813,7.408939392,112.5424199,orange,6.35,27.25,6.63,Seedling,793,Drip,Loamy,4.31,22-03-2025,08-02-2025,Assam
0,18,14,29.77149434,92.00719952,7.207991261,114.4161786,orange,21.01,23.9,3.51,Flowering,758,Sprinkler,Clay,4.16,06-03-2025,05-03-2025,Tamil Nadu
39,24,14,30.55472573,90.90343769,7.189259647,106.0711985,orange,9.67,12.01,7.39,Flowering,879,Sprinkler,Sandy,2.64,11-03-2025,04-03-2025,Assam
13,23,6,23.96147583,90.26408017,7.365338111,102.6958703,orange,15.8,12.11,4.77,Vegetative,110,Sprinkler,Sandy,4.34,01-04-2025,31-03-2025,Tamil Nadu
21,17,15,23.98289638,91.5473145,7.455991072,118.4901697,orange,22.6,37.68,8.63,Vegetative,681,Drip,Clay,1.61,31-03-2025,11-02-2025,Tamil Nadu
33,12,8,25.26052689,90.31153735,6.822282114,117.3695296,orange,18.02,28.32,8.72,Harvest,355,Manual,Sandy,0.58,17-03-2025,07-02-2025,Tamil Nadu
6,9,12,31.08368929,90.14362642,7.028746406,109.6894658,orange,15.66,19.06,9.85,Fruiting,495,Sprinkler,Clay,3.29,14-03-2025,19-03-2025,Assam
19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,orange,11.49,34.56,6.51,Seedling,830,Manual,Loamy,2.56,13-03-2025,31-03-2025,Karnataka
24,18,6,26.56608303,94.45239715,6.285312759,116.3796525,orange,11.66,20.11,6.18,Fruiting,908,Sprinkler,Silty,3.05,10-03-2025,20-02-2025,Tamil Nadu
9,11,8,24.85903405,94.39000473,6.559236744,111.7803734,orange,18.39,33.11,8.27,Fruiting,508,Manual,Loamy,4.55,21-03-2025,30-03-2025,Punjab
31,8,7,34.51465139,93.63812684,7.163245982,103.5684926,orange,24.88,24.37,3.93,Vegetative,461,Manual,Silty,4.86,11-03-2025,04-03-2025,Maharashtra
22,17,5,24.12188673,90.72351622,6.945562889,102.835632,orange,18.24,42.94,6.83,Vegetative,358,Drip,Clay,3.36,04-04-2025,18-03-2025,Karnataka
13,5,8,23.85340379,90.10522549,7.474710503,103.923226,orange,16.16,42.83,6.82,Vegetative,102,Manual,Loamy,3.94,03-04-2025,29-03-2025,Karnataka
16,8,9,24.60297538,91.28408653,7.601189843,111.2948115,orange,19.61,29.09,3.63,Fruiting,183,Flood,Silty,0.88,17-03-2025,23-02-2025,Assam
4,13,6,15.63211033,94.25966183,7.561143224,101.4705704,orange,14.3,24.03,5.93,Seedling,255,Drip,Clay,1.22,07-03-2025,22-02-2025,Karnataka
0,25,14,19.33516809,91.97978938,6.361671475,116.450422,orange,6.2,24.5,8.97,Vegetative,762,Sprinkler,Silty,3.8,13-03-2025,18-03-2025,Assam
8,7,10,28.2620488,91.98317355,6.929216014,105.2132259,orange,16.25,42.23,8.99,Flowering,275,Drip,Sandy,2.44,29-03-2025,25-02-2025,Assam
4,23,5,22.67594476,93.36348717,7.477935216,110.3332655,orange,24.15,23.13,3.69,Seedling,806,Flood,Sandy,2.51,09-03-2025,15-02-2025,Punjab
33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,orange,8.51,18.36,3.64,Flowering,571,Flood,Clay,1.89,03-04-2025,08-02-2025,Tamil Nadu
30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,orange,18.8,13.39,4.84,Seedling,718,Manual,Silty,3.23,21-03-2025,28-03-2025,Karnataka
21,29,12,22.30318989,92.15987039,6.438668989,117.3688104,orange,9.02,28.67,9.12,Vegetative,523,Flood,Sandy,1.33,19-03-2025,06-02-2025,Tamil Nadu
11,14,5,11.50322938,94.8933184,6.946354724,115.5683776,orange,15.72,29.29,3.9,Harvest,233,Flood,Loamy,3.32,30-03-2025,10-02-2025,Tamil Nadu
9,8,15,14.34320488,94.35734702,7.994465371,110.2223123,orange,6.93,43.64,8.04,Vegetative,887,Flood,Silty,1.28,19-03-2025,02-03-2025,Tamil Nadu
5,18,14,33.1056981,93.48447453,7.434118807,119.1709113,orange,14.01,18.85,3.71,Fruiting,963,Flood,Silty,0.79,31-03-2025,06-02-2025,Assam
29,25,14,30.49183837,90.4582865,7.781988584,113.3302105,orange,20.12,25.24,7.36,Fruiting,479,Sprinkler,Sandy,1.99,30-03-2025,13-03-2025,Tamil Nadu
33,12,15,30.25578031,92.03272799,6.052318465,116.7173125,orange,11.95,42.34,5.49,Seedling,766,Sprinkler,Sandy,1.54,10-03-2025,13-02-2025,Karnataka
8,16,6,12.22816189,90.26457428,7.106650373,108.4161706,orange,18.3,42.94,8.52,Fruiting,376,Drip,Clay,4.5,06-03-2025,06-03-2025,Assam
15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,orange,20.91,25.38,4.64,Vegetative,335,Manual,Silty,0.75,18-03-2025,19-02-2025,Karnataka
16,7,8,22.79196751,90.60901895,6.420457311,116.5084074,orange,23.54,28.36,7.47,Flowering,851,Sprinkler,Loamy,1.29,10-03-2025,22-02-2025,Assam
0,12,7,20.18432263,90.65458473,6.969249676,116.8130969,orange,9.69,22.13,4.65,Vegetative,981,Flood,Sandy,2.97,09-03-2025,12-03-2025,Maharashtra
5,25,6,30.72119881,94.01331956,6.011302181,106.8118019,orange,12.99,47.3,8,Seedling,112,Manual,Silty,2.66,06-03-2025,08-03-2025,Maharashtra
6,8,11,24.35590861,92.39651663,6.600948788,119.6946577,orange,8.05,14.75,9.12,Fruiting,441,Sprinkler,Sandy,0.71,23-03-2025,05-02-2025,Maharashtra
10,5,5,21.21306973,91.35349216,7.817846496,112.9834361,orange,24.85,47.35,3.89,Flowering,134,Drip,Clay,0.53,29-03-2025,19-02-2025,Maharashtra
1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,orange,23.54,37.35,9.07,Harvest,658,Flood,Silty,4.95,06-03-2025,28-02-2025,Assam
1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,orange,15.8,31.26,7.16,Flowering,313,Manual,Silty,3.46,24-03-2025,05-03-2025,Tamil Nadu
0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,orange,21.84,11.31,3.89,Flowering,511,Sprinkler,Clay,2.14,19-03-2025,17-03-2025,Punjab
24,27,9,18.86883219,93.24688124,6.157135092,119.3936976,orange,15.42,29.02,5.99,Vegetative,504,Manual,Loamy,2.62,29-03-2025,21-02-2025,Punjab
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,orange,17.47,26.31,4.13,Harvest,593,Sprinkler,Sandy,1.7,19-03-2025,23-03-2025,Maharashtra
40,21,8,34.90665289,92.87820148,7.418761774,102.1906333,orange,6.78,16.45,7.9,Seedling,757,Drip,Clay,2.05,14-03-2025,17-02-2025,Tamil Nadu
40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,orange,20.11,36.26,8.31,Seedling,258,Flood,Silty,3.42,27-03-2025,09-02-2025,Karnataka
32,18,13,13.8377282,91.74780462,6.044167236,107.9873218,orange,7.55,48.85,3.74,Flowering,736,Drip,Clay,4.47,18-03-2025,06-03-2025,Tamil Nadu
9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,orange,21.52,32.49,6.54,Flowering,209,Flood,Silty,1.33,09-03-2025,10-03-2025,Karnataka
13,16,8,34.74004942,93.12316972,6.949838549,100.1967854,orange,20.64,38.59,8.7,Fruiting,648,Flood,Clay,4.28,26-03-2025,19-02-2025,Punjab
15,9,11,11.54785707,94.14861001,7.907956251,108.8289171,orange,19.17,12.74,9.55,Harvest,888,Manual,Loamy,1.05,14-03-2025,28-02-2025,Tamil Nadu
29,11,5,23.13338811,91.94670335,7.639788459,104.4224145,orange,5.72,26.71,6.59,Flowering,625,Sprinkler,Silty,1.47,23-03-2025,21-02-2025,Tamil Nadu
1,15,9,29.98364695,94.55239717,7.53350946,115.3560318,orange,11.06,14.65,9.65,Fruiting,446,Drip,Clay,0.67,14-03-2025,14-03-2025,Punjab
18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,orange,10.26,34.51,6.75,Harvest,843,Drip,Loamy,1.13,09-03-2025,03-03-2025,Tamil Nadu
14,22,9,17.24944623,91.13772765,6.543191814,112.5090516,orange,12.2,47.54,5.76,Seedling,927,Drip,Loamy,4.63,16-03-2025,14-02-2025,Karnataka
33,15,7,15.83388699,91.68293851,7.651225301,109.7571416,orange,6.75,36.47,8.94,Fruiting,735,Manual,Sandy,2.57,28-03-2025,23-03-2025,Tamil Nadu
4,6,7,23.01014302,91.11764246,6.708889665,112.6738296,orange,23.74,13.07,6.45,Harvest,378,Manual,Silty,0.85,26-03-2025,15-02-2025,Karnataka
17,16,14,16.39624284,92.18151927,6.625538653,102.944161,orange,16.08,24.19,6.3,Fruiting,578,Manual,Sandy,4.82,15-03-2025,23-03-2025,Maharashtra
12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,orange,11.11,32.03,6.43,Flowering,210,Flood,Loamy,4.46,03-04-2025,16-03-2025,Tamil Nadu
34,29,8,31.87859192,91.15248149,6.450640306,105.3437825,orange,12.94,26.13,8.93,Vegetative,735,Drip,Sandy,3.9,28-03-2025,23-02-2025,Karnataka
39,28,10,31.34920143,91.48247612,7.181907673,109.1549823,orange,13.94,43.35,8.82,Seedling,530,Flood,Sandy,4.7,02-04-2025,26-02-2025,Punjab
31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,orange,17.01,42.59,5.82,Flowering,641,Drip,Clay,1.49,22-03-2025,07-03-2025,Maharashtra
12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,orange,15.31,34.47,5.33,Flowering,214,Drip,Sandy,4.26,21-03-2025,26-02-2025,Tamil Nadu
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,orange,23.39,24.94,6.44,Harvest,189,Sprinkler,Loamy,3.6,22-03-2025,04-02-2025,Karnataka
26,11,11,13.70319166,90.95589386,7.609348255,106.2944879,orange,14.94,20.21,7.01,Fruiting,311,Drip,Sandy,4.41,25-03-2025,18-02-2025,Tamil Nadu
19,24,15,20.48954522,93.72485075,7.137136973,111.8391951,orange,24.84,14.23,4.67,Seedling,649,Manual,Silty,4.09,30-03-2025,20-03-2025,Karnataka
39,21,9,13.20844373,94.02769434,6.354022554,106.2696156,orange,22.03,24.2,8.56,Flowering,694,Manual,Clay,2.06,10-03-2025,23-03-2025,Tamil Nadu
16,29,13,32.31944397,93.67804556,6.196907944,117.6236473,orange,9.17,26.53,6.41,Harvest,638,Manual,Loamy,3.98,10-03-2025,06-02-2025,Maharashtra
36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,orange,23.61,37.03,5.34,Seedling,828,Sprinkler,Sandy,1.68,02-04-2025,16-03-2025,Maharashtra
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,orange,7.33,36.33,3.75,Fruiting,459,Sprinkler,Silty,1.98,14-03-2025,08-03-2025,Tamil Nadu
39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,orange,21.35,12.8,4.67,Flowering,585,Flood,Loamy,0.99,08-03-2025,23-03-2025,Tamil Nadu
31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,orange,12.61,25.81,9.64,Flowering,471,Drip,Sandy,4.71,29-03-2025,18-03-2025,Assam
18,12,8,12.59093977,91.81668769,6.206053072,119.3916718,orange,22.56,17.27,5.14,Flowering,314,Drip,Clay,1.81,22-03-2025,06-03-2025,Tamil Nadu
20,20,10,11.86631922,93.68394562,6.976997772,106.060149,orange,22.36,16.27,4.18,Seedling,832,Manual,Sandy,2.84,26-03-2025,06-03-2025,Tamil Nadu
5,8,5,11.03367937,92.22706805,6.562594972,112.7715925,orange,21.12,43.09,6.22,Seedling,114,Manual,Loamy,2.26,19-03-2025,12-03-2025,Maharashtra
20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,orange,20.8,11.68,5.15,Seedling,358,Manual,Loamy,4.82,28-03-2025,21-03-2025,Tamil Nadu
25,21,11,32.23797837,90.15406807,6.460044778,104.7052254,orange,11.09,26.77,3.25,Seedling,877,Manual,Loamy,2.01,11-03-2025,23-02-2025,Punjab
14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,orange,6.62,16.73,5.26,Harvest,562,Manual,Silty,4,21-03-2025,06-02-2025,Tamil Nadu
37,18,12,10.2708877,90.19147747,7.401121811,106.6955204,orange,13.06,45.17,6.81,Vegetative,219,Manual,Sandy,4.35,22-03-2025,14-02-2025,Assam
26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,orange,8.47,32.28,6.86,Harvest,227,Drip,Sandy,2.46,16-03-2025,27-02-2025,Karnataka
13,22,5,19.667056,90.50096668,7.764040111,100.1737964,orange,18.9,19.26,5.5,Flowering,822,Sprinkler,Sandy,2.2,17-03-2025,19-03-2025,Maharashtra
32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,orange,11.92,30.1,6.13,Harvest,622,Manual,Clay,3.86,24-03-2025,16-02-2025,Punjab
19,7,9,27.255435,91.71369387,6.969883483,101.139435,orange,24.51,39.26,9.76,Fruiting,787,Drip,Silty,4.61,17-03-2025,16-02-2025,Karnataka
28,7,9,34.5917846,92.13229786,6.730757538,115.5650287,orange,17.82,48.32,5.64,Seedling,744,Manual,Silty,3.9,11-03-2025,11-03-2025,Punjab
24,30,11,32.39523995,94.51768464,6.601395755,113.25373,orange,21.45,18.82,4.81,Fruiting,424,Flood,Clay,1.52,04-04-2025,04-03-2025,Maharashtra
7,17,10,10.16431299,91.22320999,6.465913274,106.362551,orange,7.65,45.45,4.7,Fruiting,419,Flood,Silty,4.5,16-03-2025,09-02-2025,Assam
18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,orange,22.24,47.37,6.2,Flowering,605,Drip,Clay,2.24,24-03-2025,02-03-2025,Maharashtra
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,orange,23.46,46.66,8.32,Seedling,625,Sprinkler,Loamy,3.09,08-03-2025,08-03-2025,Punjab
20,23,11,31.8520694,90.12220323,6.407715561,109.9455062,orange,14.74,35.42,4.44,Fruiting,149,Flood,Loamy,4.24,19-03-2025,15-03-2025,Punjab
18,14,11,28.04799508,90.00621688,6.550814117,117.1311498,orange,17.13,35.19,7.97,Flowering,683,Flood,Silty,1.35,27-03-2025,05-02-2025,Maharashtra
34,11,10,31.75048899,94.59551226,7.36220835,115.1989301,orange,20.3,26.13,3.15,Seedling,168,Sprinkler,Loamy,4.03,02-04-2025,02-03-2025,Tamil Nadu
20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,orange,8.5,40.1,5.93,Vegetative,490,Flood,Loamy,3.18,12-03-2025,13-02-2025,Maharashtra
37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,orange,15.05,31.25,8.43,Flowering,482,Manual,Loamy,4.52,30-03-2025,14-03-2025,Assam
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,orange,12.97,37.1,5.37,Harvest,115,Sprinkler,Sandy,1.27,22-03-2025,29-03-2025,Maharashtra
34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,orange,7.93,27.14,6.95,Seedling,538,Flood,Loamy,2.39,12-03-2025,24-03-2025,Karnataka
6,13,9,34.51423957,90.56151463,7.786725333,118.3271968,orange,12.35,39.26,4.43,Fruiting,945,Sprinkler,Sandy,4.25,20-03-2025,25-02-2025,Tamil Nadu
27,30,5,32.71748548,90.54608254,7.656978112,113.328978,orange,6.36,42.98,8.19,Fruiting,968,Manual,Clay,0.59,21-03-2025,10-02-2025,Karnataka
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,orange,5.52,15.86,3.37,Harvest,667,Flood,Clay,1,25-03-2025,16-02-2025,Maharashtra
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,orange,7.7,43.32,8.97,Harvest,716,Drip,Clay,4.96,21-03-2025,17-03-2025,Tamil Nadu
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,orange,24.26,31.61,4.39,Fruiting,231,Flood,Clay,1.76,10-03-2025,18-03-2025,Karnataka
31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,orange,15.99,43.79,9.12,Seedling,659,Flood,Clay,4.89,22-03-2025,28-03-2025,Karnataka
61,68,50,35.21462816,91.49725058,6.793245417,243.0745066,papaya,24.32,27.25,5.47,Flowering,347,Manual,Loamy,1.32,19-03-2025,07-03-2025,Tamil Nadu
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,papaya,13.65,25.16,8.06,Harvest,372,Drip,Loamy,2.12,08-03-2025,09-03-2025,Tamil Nadu
45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,papaya,11.24,46.6,5.23,Harvest,722,Drip,Loamy,3.89,06-03-2025,13-03-2025,Punjab
39,65,53,35.33294932,92.11508608,6.560743093,235.6133585,papaya,15.12,20.05,9.34,Harvest,937,Drip,Clay,3.46,04-04-2025,03-03-2025,Tamil Nadu
31,68,45,42.92325255,90.07600528,6.938313356,196.2408242,papaya,13.79,43.77,3.89,Vegetative,947,Manual,Clay,3.12,18-03-2025,29-03-2025,Maharashtra
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,papaya,7.11,29.36,4.25,Seedling,448,Manual,Sandy,2.88,13-03-2025,25-03-2025,Assam
68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,papaya,17.82,30.56,6.45,Seedling,583,Manual,Silty,4.3,22-03-2025,04-02-2025,Punjab
34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,papaya,9.32,22.34,3.57,Seedling,649,Manual,Loamy,1.56,07-03-2025,27-03-2025,Tamil Nadu
38,68,54,29.33710543,90.81781439,6.739170045,202.0572747,papaya,17.39,32.92,4.37,Seedling,456,Manual,Silty,2.49,07-03-2025,28-03-2025,Assam
69,64,47,40.21199348,94.50766912,6.993473247,186.6762324,papaya,18,23.01,9.61,Seedling,851,Drip,Clay,1.2,02-04-2025,20-02-2025,Punjab
58,51,47,42.13473976,91.70445386,6.757470637,197.402901,papaya,8.04,11.57,9.84,Fruiting,417,Sprinkler,Clay,3.18,22-03-2025,16-02-2025,Maharashtra
59,47,53,32.86316618,91.4618874,6.850663232,47.271547,papaya,6.23,20.88,5.63,Harvest,732,Manual,Clay,1.63,07-03-2025,30-03-2025,Assam
44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,papaya,20.62,10.26,9.46,Fruiting,147,Sprinkler,Silty,2,29-03-2025,17-02-2025,Tamil Nadu
56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,papaya,14.2,49.13,6.81,Vegetative,109,Flood,Sandy,2.62,23-03-2025,22-03-2025,Tamil Nadu
69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,papaya,6.16,48.63,4.89,Flowering,332,Flood,Clay,0.62,15-03-2025,04-03-2025,Maharashtra
56,58,49,37.13165026,94.60761797,6.69215564,172.4788062,papaya,24.9,25.81,7.92,Harvest,135,Manual,Sandy,0.91,13-03-2025,06-02-2025,Punjab
49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,papaya,6.16,39.13,7.61,Vegetative,512,Flood,Sandy,3.59,02-04-2025,24-02-2025,Assam
38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,papaya,18.9,23.83,9.92,Fruiting,561,Sprinkler,Loamy,2.43,24-03-2025,02-03-2025,Maharashtra
54,65,47,27.92765919,91.55594211,6.721835879,149.9107557,papaya,24.67,36.84,4.86,Flowering,103,Flood,Silty,4.39,12-03-2025,13-02-2025,Punjab
57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,papaya,9.78,42.22,7.7,Vegetative,143,Flood,Clay,3.63,31-03-2025,23-03-2025,Karnataka
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,papaya,7.84,47.87,3.36,Flowering,667,Sprinkler,Sandy,0.54,30-03-2025,17-02-2025,Karnataka
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,papaya,7.43,26.01,3.8,Vegetative,653,Flood,Silty,3.28,08-03-2025,12-02-2025,Punjab
61,64,52,43.30204933,92.83405443,6.641098708,110.562229,papaya,11.07,41.33,3.03,Fruiting,354,Manual,Silty,0.92,07-03-2025,21-02-2025,Tamil Nadu
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,papaya,7.02,20.64,10,Flowering,839,Sprinkler,Clay,4.01,18-03-2025,06-02-2025,Tamil Nadu
31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,papaya,18.84,49.61,8.62,Vegetative,213,Sprinkler,Loamy,4.96,19-03-2025,10-02-2025,Karnataka
47,46,52,23.19451074,91.40301608,6.502289473,206.3999208,papaya,6.25,11.03,8.51,Fruiting,848,Drip,Loamy,2.89,18-03-2025,18-02-2025,Tamil Nadu
32,68,52,32.68067385,92.61715632,6.800321319,248.8592986,papaya,15.19,34.14,6.57,Harvest,496,Drip,Sandy,3.57,28-03-2025,18-02-2025,Tamil Nadu
36,59,46,34.28879307,93.61082872,6.721130543,127.2509777,papaya,24.93,36.38,5.1,Fruiting,273,Sprinkler,Loamy,1.57,22-03-2025,07-02-2025,Punjab
61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,papaya,21.28,37.52,4.06,Fruiting,354,Sprinkler,Loamy,2.47,03-04-2025,16-03-2025,Punjab
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,papaya,17.3,14.82,4.99,Harvest,565,Drip,Loamy,4.35,28-03-2025,20-02-2025,Tamil Nadu
44,56,49,39.23342464,91.25589286,6.519779583,64.4478499,papaya,11.13,47.54,5.63,Fruiting,376,Manual,Silty,1.25,26-03-2025,27-02-2025,Punjab
34,68,51,27.34734861,94.17756725,6.687088098,40.35153141,papaya,17.48,17.25,8.29,Harvest,563,Flood,Clay,1.69,29-03-2025,21-03-2025,Assam
50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,papaya,15.54,34.91,6.78,Harvest,946,Flood,Silty,2.5,12-03-2025,06-03-2025,Karnataka
39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,papaya,13.52,18.91,3.54,Harvest,601,Flood,Silty,3.71,09-03-2025,02-03-2025,Assam
34,61,49,28.12971499,93.3210737,6.502675132,117.8201907,papaya,7.61,22.29,3.13,Vegetative,540,Sprinkler,Clay,2.19,26-03-2025,23-02-2025,Assam
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,papaya,22.73,31.86,3.72,Flowering,168,Manual,Silty,4.67,23-03-2025,19-03-2025,Tamil Nadu
31,62,52,33.7960155,93.00754254,6.99104104,182.026807,papaya,14,26.69,5.87,Vegetative,608,Drip,Sandy,0.93,06-03-2025,20-02-2025,Tamil Nadu
65,62,51,31.53243779,90.87394933,6.511624841,207.0735119,papaya,8.89,16.41,9.53,Harvest,425,Manual,Sandy,2.17,21-03-2025,03-03-2025,Assam
44,57,53,42.30495821,90.51431779,6.93172108,74.876786,papaya,12.36,16.84,7.46,Flowering,841,Manual,Silty,3.69,16-03-2025,14-03-2025,Assam
50,47,48,24.63676897,90.61964344,6.712772333,218.2299187,papaya,13.28,26.73,8.61,Flowering,166,Flood,Loamy,1.52,21-03-2025,28-03-2025,Maharashtra
43,50,48,28.28222883,91.37059792,6.63016515,179.2720807,papaya,21.55,40.29,6.26,Harvest,403,Drip,Silty,3.45,28-03-2025,19-02-2025,Maharashtra
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,papaya,19.67,45.92,5.53,Flowering,583,Manual,Loamy,1.24,10-03-2025,01-03-2025,Karnataka
70,68,55,42.84609252,94.63548176,6.691202286,78.8099639,papaya,20.39,13.37,3.76,Flowering,647,Drip,Silty,0.75,26-03-2025,11-02-2025,Assam
59,62,52,43.67549305,93.10887229,6.608667684,103.8235658,papaya,5.22,25.72,9.13,Vegetative,516,Sprinkler,Sandy,1.04,14-03-2025,23-03-2025,Punjab
60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,papaya,13.32,14.01,8.48,Flowering,258,Flood,Loamy,4.68,19-03-2025,08-03-2025,Maharashtra
42,60,47,33.46873719,92.12746225,6.834808348,136.8277041,papaya,14.63,10.66,4.18,Harvest,248,Drip,Sandy,2.98,02-04-2025,10-02-2025,Tamil Nadu
35,66,47,31.7018373,91.66232213,6.953439161,48.83810592,papaya,5.38,36.47,6.59,Seedling,126,Sprinkler,Silty,4.08,01-04-2025,11-02-2025,Assam
34,65,48,41.41968393,90.03863107,6.665024508,199.3096432,papaya,10.2,34.1,6.41,Seedling,683,Sprinkler,Clay,2,11-03-2025,14-02-2025,Punjab
36,54,46,42.54744013,94.94482086,6.662875839,214.4103848,papaya,20.21,16.52,7.38,Seedling,347,Sprinkler,Loamy,3.17,25-03-2025,19-02-2025,Punjab
39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,papaya,7.74,19.35,9.62,Harvest,200,Manual,Loamy,2.73,19-03-2025,21-03-2025,Punjab
37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,papaya,15.71,10.95,7.06,Seedling,801,Manual,Silty,4.76,10-03-2025,06-03-2025,Tamil Nadu
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,papaya,9.3,43.4,6.78,Vegetative,195,Flood,Silty,3.86,10-03-2025,06-03-2025,Maharashtra
